LINCS_ID	LINCS_name	TCGA_ID
9149	DYRK1B	ENSG00000105204
8406	SRPX	ENSG00000101955
4507	MTAP	ENSG00000099810
5001	ORC5	ENSG00000164815
1263	PLK3	ENSG00000173846
4332	MNDA	ENSG00000163563
5790	PTPRCAP	ENSG00000213402
8082	SSPN	ENSG00000123096
2638	GC	ENSG00000145321
576	ADGRB2	ENSG00000121753
357	SHROOM2	ENSG00000146950
57827	C6orf47	ENSG00000204439
4097	MAFG	ENSG00000197063
1475	CSTA	ENSG00000121552
4939	OAS2	ENSG00000111335
2705	GJB1	ENSG00000169562
5864	RAB3A	ENSG00000105649
2013	EMP2	ENSG00000213853
9949	AMMECR1	ENSG00000101935
1662	DDX10	ENSG00000178105
11129	CLASRP	ENSG00000104859
6450	SH3BGR	ENSG00000185437
9575	CLOCK	ENSG00000134852
5002	SLC22A18	ENSG00000110628
2239	GPC4	ENSG00000076716
79090	TRAPPC6A	ENSG00000007255
3698	ITIH2	ENSG00000151655
2244	FGB	ENSG00000171564
3691	ITGB4	ENSG00000132470
5217	PFN2	ENSG00000070087
2781	GNAZ	ENSG00000128266
4600	MX2	ENSG00000183486
8851	CDK5R1	ENSG00000176749
2819	GPD1	ENSG00000167588
22809	ATF5	ENSG00000169136
8653	DDX3Y	ENSG00000067048
27245	AHDC1	ENSG00000126705
9732	DOCK4	ENSG00000128512
55922	NKRF	ENSG00000186416
9397	NMT2	ENSG00000152465
10518	CIB2	ENSG00000136425
7031	TFF1	ENSG00000160182
4013	VWA5A	ENSG00000110002
3029	HAGH	ENSG00000063854
9982	FGFBP1	ENSG00000137440
7039	TGFA	ENSG00000163235
7433	VIPR1	ENSG00000114812
10124	ARL4A	ENSG00000122644
5888	RAD51	ENSG00000051180
3104	ZBTB48	ENSG00000204859
6777	STAT5B	ENSG00000173757
1326	MAP3K8	ENSG00000107968
2173	FABP7	ENSG00000164434
1949	EFNB3	ENSG00000108947
3673	ITGA2	ENSG00000164171
9134	CCNE2	ENSG00000175305
9150	CTDP1	ENSG00000060069
11157	LSM6	ENSG00000164167
11020	IFT27	ENSG00000100360
10320	IKZF1	ENSG00000185811
5004	ORM1	ENSG00000229314
10020	GNE	ENSG00000159921
1080	CFTR	ENSG00000001626
2568	GABRP	ENSG00000094755
1062	CENPE	ENSG00000138778
440	ASNS	ENSG00000070669
973	CD79A	ENSG00000105369
3815	KIT	ENSG00000157404
549	AUH	ENSG00000148090
5557	PRIM1	ENSG00000198056
3682	ITGAE	ENSG00000083457
27239	GPR162	ENSG00000250510
3425	IDUA	ENSG00000127415
8505	PARG	ENSG00000227345
5393	EXOSC9	ENSG00000123737
5926	ARID4A	ENSG00000032219
6699	SPRR1B	ENSG00000169469
5167	ENPP1	ENSG00000197594
3553	IL1B	ENSG00000125538
23092	ARHGAP26	ENSG00000145819
54556	ING3	ENSG00000071243
7518	XRCC4	ENSG00000152422
1573	CYP2J2	ENSG00000134716
6584	SLC22A5	ENSG00000197375
5345	SERPINF2	ENSG00000167711
10903	MTMR11	ENSG00000014914
5281	PIGF	ENSG00000151665
1396	CRIP1	ENSG00000213145
316	AOX1	ENSG00000138356
55973	BCAP29	ENSG00000075790
4998	ORC1	ENSG00000085840
29781	NCAPH2	ENSG00000025770
25950	RWDD3	ENSG00000122481
10046	MAMLD1	ENSG00000013619
7553	ZNF7	ENSG00000147789
51172	NAGPA	ENSG00000103174
5965	RECQL	ENSG00000004700
22874	PLEKHA6	ENSG00000143850
5193	PEX12	ENSG00000108733
9883	POM121	ENSG00000196313
1836	SLC26A2	ENSG00000155850
1230	CCR1	ENSG00000163823
9945	GFPT2	ENSG00000131459
4261	CIITA	ENSG00000179583
9751	SNPH	ENSG00000101298
4124	MAN2A1	ENSG00000112893
1945	EFNA4	ENSG00000243364
338	APOB	ENSG00000084674
50649	ARHGEF4	ENSG00000136002
2258	FGF13	ENSG00000129682
51196	PLCE1	ENSG00000138193
4741	NEFM	ENSG00000104722
2246	FGF1	ENSG00000113578
2357	FPR1	ENSG00000171051
6443	SGCB	ENSG00000163069
8577	TMEFF1	ENSG00000241697
5333	PLCD1	ENSG00000187091
7444	VRK2	ENSG00000028116
5742	PTGS1	ENSG00000095303
10360	NPM3	ENSG00000107833
5891	MOK	ENSG00000080823
70	ACTC1	ENSG00000159251
3336	HSPE1	ENSG00000115541
26747	NUFIP1	ENSG00000083635
10083	USH1C	ENSG00000006611
10090	UST	ENSG00000111962
8790	FPGT	ENSG00000254685
283	ANG	ENSG00000214274
215	ABCD1	ENSG00000101986
1463	NCAN	ENSG00000130287
4636	MYL5	ENSG00000215375
9546	APBA3	ENSG00000011132
6529	SLC6A1	ENSG00000157103
958	CD40	ENSG00000101017
10446	LRRN2	ENSG00000170382
6712	SPTBN2	ENSG00000173898
1439	CSF2RB	ENSG00000100368
8800	PEX11A	ENSG00000166821
1161	ERCC8	ENSG00000049167
29895	MYLPF	ENSG00000180209
23464	GCAT	ENSG00000100116
1951	CELSR3	ENSG00000008300
726	CAPN5	ENSG00000149260
995	CDC25C	ENSG00000158402
4921	DDR2	ENSG00000162733
5929	RBBP5	ENSG00000117222
6773	STAT2	ENSG00000170581
5775	PTPN4	ENSG00000088179
1212	CLTB	ENSG00000175416
965	CD58	ENSG00000116815
25797	QPCT	ENSG00000115828
23421	ITGB3BP	ENSG00000142856
7135	TNNI1	ENSG00000159173
101	ADAM8	ENSG00000151651
7746	ZSCAN9	ENSG00000137185
25799	ZNF324	ENSG00000083812
2786	GNG4	ENSG00000168243
11005	SPINK5	ENSG00000133710
7802	DNALI1	ENSG00000163879
4090	SMAD5	ENSG00000113658
2176	FANCC	ENSG00000158169
5357	PLS1	ENSG00000120756
6102	RP2	ENSG00000102218
23764	MAFF	ENSG00000185022
5723	PSPH	ENSG00000146733
1174	AP1S1	ENSG00000106367
538	ATP7A	ENSG00000165240
768	CA9	ENSG00000107159
7123	CLEC3B	ENSG00000163815
2737	GLI3	ENSG00000106571
5110	PCMT1	ENSG00000120265
5337	PLD1	ENSG00000075651
4828	NMB	ENSG00000197696
5971	RELB	ENSG00000104856
3730	ANOS1	ENSG00000011201
3569	IL6	ENSG00000136244
10840	ALDH1L1	ENSG00000144908
9610	RIN1	ENSG00000174791
9744	ACAP1	ENSG00000072818
6045	RNF2	ENSG00000121481
350	APOH	ENSG00000091583
1678	TIMM8A	ENSG00000126953
10621	POLR3F	ENSG00000132664
3081	HGD	ENSG00000113924
1962	EHHADH	ENSG00000113790
9681	DEPDC5	ENSG00000100150
6835	SURF2	ENSG00000148291
2099	ESR1	ENSG00000091831
5157	PDGFRL	ENSG00000104213
3556	IL1RAP	ENSG00000196083
5939	RBMS2	ENSG00000076067
1690	COCH	ENSG00000100473
22895	RPH3A	ENSG00000089169
7957	EPM2A	ENSG00000112425
5051	PAFAH2	ENSG00000158006
9122	SLC16A4	ENSG00000168679
9585	KIF20B	ENSG00000138182
6649	SOD3	ENSG00000109610
2219	FCN1	ENSG00000085265
79979	TRMT2B	ENSG00000188917
374	AREG	ENSG00000109321
9997	SCO2	ENSG00000130489
10563	CXCL13	ENSG00000156234
64849	SLC13A3	ENSG00000158296
50855	PARD6A	ENSG00000102981
5194	PEX13	ENSG00000162928
4855	NOTCH4	ENSG00000204301
9980	DOPEY2	ENSG00000142197
1959	EGR2	ENSG00000122877
80184	CEP290	ENSG00000198707
8864	PER2	ENSG00000132326
7727	ZNF174	ENSG00000103343
6932	TCF7	ENSG00000081059
9880	ZBTB39	ENSG00000166860
273	AMPH	ENSG00000078053
3625	INHBB	ENSG00000163083
4306	NR3C2	ENSG00000151623
97	ACYP1	ENSG00000119640
5225	PGC	ENSG00000096088
3757	KCNH2	ENSG00000055118
8915	BCL10	ENSG00000142867
10290	SPEG	ENSG00000072195
3976	LIF	ENSG00000128342
5450	POU2AF1	ENSG00000110777
119	ADD2	ENSG00000075340
3937	LCP2	ENSG00000043462
23552	CDK20	ENSG00000156345
10531	PITRM1	ENSG00000107959
7799	PRDM2	ENSG00000116731
2571	GAD1	ENSG00000128683
2743	GLRB	ENSG00000109738
5277	PIGA	ENSG00000165195
2218	FKTN	ENSG00000106692
9816	URB2	ENSG00000135763
7022	TFAP2C	ENSG00000087510
650	BMP2	ENSG00000125845
3560	IL2RB	ENSG00000100385
3181	HNRNPA2B1	ENSG00000122566
10458	BAIAP2	ENSG00000175866
1160	CKMT2	ENSG00000131730
5933	RBL1	ENSG00000080839
974	CD79B	ENSG00000007312
10385	BTN2A2	ENSG00000124508
11066	SNRNP35	ENSG00000184209
3484	IGFBP1	ENSG00000146678
3764	KCNJ8	ENSG00000121361
2267	FGL1	ENSG00000104760
51101	ZC2HC1A	ENSG00000104427
27293	SMPDL3B	ENSG00000130768
23403	FBXO46	ENSG00000177051
6688	SPI1	ENSG00000066336
6645	SNTB2	ENSG00000168807
6565	SLC15A2	ENSG00000163406
3798	KIF5A	ENSG00000155980
8000	PSCA	ENSG00000167653
10297	APC2	ENSG00000115266
1968	EIF2S3	ENSG00000130741
4520	MTF1	ENSG00000188786
24140	FTSJ1	ENSG00000068438
9796	PHYHIP	ENSG00000168490
10268	RAMP3	ENSG00000122679
92	ACVR2A	ENSG00000121989
9071	CLDN10	ENSG00000134873
4330	MN1	ENSG00000169184
51308	REEP2	ENSG00000132563
5816	PVALB	ENSG00000100362
1638	DCT	ENSG00000080166
6491	STIL	ENSG00000123473
9841	ZBTB24	ENSG00000112365
580	BARD1	ENSG00000138376
6483	ST3GAL2	ENSG00000157350
11013	TMSB15A	ENSG00000158164
1780	DYNC1I1	ENSG00000158560
2769	GNA15	ENSG00000060558
1381	CRABP1	ENSG00000166426
2677	GGCX	ENSG00000115486
5274	SERPINI1	ENSG00000163536
5037	PEBP1	ENSG00000089220
2593	GAMT	ENSG00000130005
36	ACADSB	ENSG00000196177
8975	USP13	ENSG00000058056
185	AGTR1	ENSG00000144891
2891	GRIA2	ENSG00000120251
9472	AKAP6	ENSG00000151320
5203	PFDN4	ENSG00000101132
8424	BBOX1	ENSG00000129151
8309	ACOX2	ENSG00000168306
3216	HOXB6	ENSG00000108511
10603	SH2B2	ENSG00000160999
9715	FAM131B	ENSG00000159784
1629	DBT	ENSG00000137992
5324	PLAG1	ENSG00000181690
1496	CTNNA2	ENSG00000066032
6588	SLN	ENSG00000170290
4188	MDFI	ENSG00000112559
8821	INPP4B	ENSG00000109452
43	ACHE	ENSG00000087085
874	CBR3	ENSG00000159231
5174	PDZK1	ENSG00000174827
10234	LRRC17	ENSG00000128606
1675	CFD	ENSG00000197766
5348	FXYD1	ENSG00000266964
7125	TNNC2	ENSG00000101470
286	ANK1	ENSG00000029534
1111	CHEK1	ENSG00000149554
4361	MRE11A	ENSG00000020922
4088	SMAD3	ENSG00000166949
9201	DCLK1	ENSG00000133083
8540	AGPS	ENSG00000018510
3290	HSD11B1	ENSG00000117594
53340	SPA17	ENSG00000064199
8434	RECK	ENSG00000122707
8028	MLLT10	ENSG00000078403
6789	STK4	ENSG00000101109
38	ACAT1	ENSG00000075239
744	MPPED2	ENSG00000066382
9912	ARHGAP44	ENSG00000006740
4287	ATXN3	ENSG00000066427
1605	DAG1	ENSG00000173402
2242	FES	ENSG00000182511
1880	GPR183	ENSG00000169508
6581	SLC22A3	ENSG00000146477
162	AP1B1	ENSG00000100280
9755	TBKBP1	ENSG00000198933
3092	HIP1	ENSG00000127946
6940	ZNF354A	ENSG00000169131
794	CALB2	ENSG00000172137
51678	MPP6	ENSG00000105926
653	BMP5	ENSG00000112175
5016	OVGP1	ENSG00000085465
590	BCHE	ENSG00000114200
3014	H2AFX	ENSG00000188486
10520	ZNF211	ENSG00000121417
11099	PTPN21	ENSG00000070778
2953	GSTT2	ENSG00000099984
4886	NPY1R	ENSG00000164128
79629	OCEL1	ENSG00000099330
9848	MFAP3L	ENSG00000198948
6617	SNAPC1	ENSG00000023608
487	ATP2A1	ENSG00000196296
5617	PRL	ENSG00000172179
7786	MAP3K12	ENSG00000139625
29901	SAC3D1	ENSG00000168061
5255	PHKA1	ENSG00000067177
4303	FOXO4	ENSG00000184481
9488	PIGB	ENSG00000069943
3212	HOXB2	ENSG00000173917
3208	HPCA	ENSG00000121905
4486	MST1R	ENSG00000164078
916	CD3E	ENSG00000198851
4157	MC1R	ENSG00000258839
5154	PDGFA	ENSG00000197461
6338	SCNN1B	ENSG00000168447
9957	HS3ST1	ENSG00000002587
843	CASP10	ENSG00000003400
3663	IRF5	ENSG00000128604
11012	KLK11	ENSG00000167757
1602	DACH1	ENSG00000276644
525	ATP6V1B1	ENSG00000116039
51379	CRLF3	ENSG00000176390
11341	SCRG1	ENSG00000164106
6364	CCL20	ENSG00000115009
259	AMBP	ENSG00000106927
5502	PPP1R1A	ENSG00000135447
7360	UGP2	ENSG00000169764
134	ADORA1	ENSG00000163485
9636	ISG15	ENSG00000187608
27240	SIT1	ENSG00000137078
6261	RYR1	ENSG00000196218
10420	TESK2	ENSG00000070759
51442	VGLL1	ENSG00000102243
3001	GZMA	ENSG00000145649
1428	CRYM	ENSG00000103316
2707	GJB3	ENSG00000188910
10570	DPYSL4	ENSG00000151640
10578	GNLY	ENSG00000115523
9729	KIAA0408	ENSG00000189367
7728	ZNF175	ENSG00000105497
2690	GHR	ENSG00000112964
27286	SRPX2	ENSG00000102359
727	C5	ENSG00000106804
10846	PDE10A	ENSG00000112541
1586	CYP17A1	ENSG00000148795
5784	PTPN14	ENSG00000152104
695	BTK	ENSG00000010671
2650	GCNT1	ENSG00000187210
7429	VIL1	ENSG00000127831
22899	ARHGEF15	ENSG00000198844
6324	SCN1B	ENSG00000105711
1360	CPB1	ENSG00000153002
9131	AIFM1	ENSG00000156709
6947	TCN1	ENSG00000134827
55786	ZNF415	ENSG00000170954
2626	GATA4	ENSG00000136574
8418	CMAHP	ENSG00000168405
79968	WDR76	ENSG00000092470
6801	STRN	ENSG00000115808
9941	EXOG	ENSG00000157036
1404	HAPLN1	ENSG00000145681
11104	KATNA1	ENSG00000186625
50628	GEMIN4	ENSG00000179409
862	RUNX1T1	ENSG00000079102
27165	GLS2	ENSG00000135423
7410	VAV2	ENSG00000160293
7464	CORO2A	ENSG00000106789
10677	AVIL	ENSG00000135407
10325	RRAGB	ENSG00000083750
23708	GSPT2	ENSG00000189369
26872	STEAP1	ENSG00000164647
22824	HSPA4L	ENSG00000164070
1380	CR2	ENSG00000117322
22826	DNAJC8	ENSG00000126698
7297	TYK2	ENSG00000105397
6876	TAGLN	ENSG00000149591
5121	PCP4	ENSG00000183036
9577	BRE	ENSG00000158019
9899	SV2B	ENSG00000185518
8048	CSRP3	ENSG00000129170
1776	DNASE1L3	ENSG00000163687
4488	MSX2	ENSG00000120149
671	BPI	ENSG00000101425
7189	TRAF6	ENSG00000175104
5125	PCSK5	ENSG00000099139
79734	KCTD17	ENSG00000100379
10557	RPP38	ENSG00000152464
3814	KISS1	ENSG00000170498
9506	PAGE4	ENSG00000101951
2395	FXN	ENSG00000165060
8534	CHST1	ENSG00000175264
366	AQP9	ENSG00000103569
27074	LAMP3	ENSG00000078081
51601	LIPT1	ENSG00000144182
285	ANGPT2	ENSG00000091879
51375	SNX7	ENSG00000162627
10882	C1QL1	ENSG00000131094
3053	SERPIND1	ENSG00000099937
5837	PYGM	ENSG00000068976
4920	ROR2	ENSG00000169071
3269	HRH1	ENSG00000196639
4846	NOS3	ENSG00000164867
2687	GGT5	ENSG00000099998
79868	ALG13	ENSG00000101901
2120	ETV6	ENSG00000139083
7425	VGF	ENSG00000128564
4634	MYL3	ENSG00000160808
10125	RASGRP1	ENSG00000172575
6521	SLC4A1	ENSG00000004939
5152	PDE9A	ENSG00000160191
22834	ZNF652	ENSG00000198740
1830	DSG3	ENSG00000134757
64750	SMURF2	ENSG00000108854
80736	SLC44A4	ENSG00000204385
10293	TRAIP	ENSG00000183763
7185	TRAF1	ENSG00000056558
3215	HOXB5	ENSG00000120075
5676	PSG7	ENSG00000221878
1730	DIAPH2	ENSG00000147202
3235	HOXD9	ENSG00000128709
57147	SCYL3	ENSG00000000457
284	ANGPT1	ENSG00000154188
8736	MYOM1	ENSG00000101605
8742	TNFSF12	ENSG00000239697
22915	MMRN1	ENSG00000138722
51760	SYT17	ENSG00000103528
1357	CPA1	ENSG00000091704
5639	PRRG2	ENSG00000126460
5638	PRRG1	ENSG00000130962
4222	MEOX1	ENSG00000005102
2159	F10	ENSG00000126218
8846	ALKBH1	ENSG00000100601
6610	SMPD2	ENSG00000135587
218	ALDH3A1	ENSG00000108602
1359	CPA3	ENSG00000163751
793	CALB1	ENSG00000104327
978	CDA	ENSG00000158825
1392	CRH	ENSG00000147571
8395	PIP5K1B	ENSG00000107242
211	ALAS1	ENSG00000023330
254359	ZDHHC24	ENSG00000174165
6457	SH3GL3	ENSG00000140600
577	ADGRB3	ENSG00000135298
313	AOAH	ENSG00000136250
221	ALDH3B1	ENSG00000006534
11064	CNTRL	ENSG00000119397
6637	SNRPG	ENSG00000143977
9185	REPS2	ENSG00000169891
5080	PAX6	ENSG00000007372
5893	RAD52	ENSG00000002016
7472	WNT2	ENSG00000105989
2243	FGA	ENSG00000171560
11069	RAPGEF4	ENSG00000091428
25809	TTLL1	ENSG00000100271
1511	CTSG	ENSG00000100448
722	C4BPA	ENSG00000123838
4194	MDM4	ENSG00000198625
27253	PCDH17	ENSG00000118946
23498	HAAO	ENSG00000162882
6621	SNAPC4	ENSG00000165684
9734	HDAC9	ENSG00000048052
54039	PCBP3	ENSG00000183570
22944	KIN	ENSG00000151657
2326	FMO1	ENSG00000010932
7486	WRN	ENSG00000165392
4065	LY75	ENSG00000054219
4685	NCAM2	ENSG00000154654
9514	GAL3ST1	ENSG00000128242
3112	HLA-DOB	ENSG00000241106
7507	XPA	ENSG00000136936
140462	ASB9	ENSG00000102048
486	FXYD2	ENSG00000137731
4547	MTTP	ENSG00000138823
1594	CYP27B1	ENSG00000111012
10301	DLEU1	ENSG00000176124
8120	AP3B2	ENSG00000103723
176	ACAN	ENSG00000157766
4319	MMP10	ENSG00000166670
597	BCL2A1	ENSG00000140379
7177	TPSAB1	ENSG00000172236
55667	DENND4C	ENSG00000137145
56061	UBFD1	ENSG00000103353
7023	TFAP4	ENSG00000090447
80003	PCNX2	ENSG00000135749
8896	BUD31	ENSG00000106245
9143	SYNGR3	ENSG00000127561
952	CD38	ENSG00000004468
7140	TNNT3	ENSG00000130595
7306	TYRP1	ENSG00000107165
10993	SDS	ENSG00000135094
2674	GFRA1	ENSG00000151892
10590	SCGN	ENSG00000079689
5608	MAP2K6	ENSG00000108984
8630	HSD17B6	ENSG00000025423
10526	IPO8	ENSG00000133704
23545	ATP6V0A2	ENSG00000185344
22852	ANKRD26	ENSG00000107890
23765	IL17RA	ENSG00000177663
7226	TRPM2	ENSG00000142185
1040	CDS1	ENSG00000163624
4036	LRP2	ENSG00000081479
509	ATP5C1	ENSG00000165629
1311	COMP	ENSG00000105664
683	BST1	ENSG00000109743
55972	SLC25A40	ENSG00000075303
3695	ITGB7	ENSG00000139626
5053	PAH	ENSG00000171759
5443	POMC	ENSG00000115138
2675	GFRA2	ENSG00000168546
1271	CNTFR	ENSG00000122756
7356	SCGB1A1	ENSG00000149021
7011	TEP1	ENSG00000129566
10178	TENM1	ENSG00000009694
9180	OSMR	ENSG00000145623
22885	ABLIM3	ENSG00000173210
641	BLM	ENSG00000197299
3899	AFF3	ENSG00000144218
2170	FABP3	ENSG00000121769
51427	ZNF107	ENSG00000196247
79171	RBM42	ENSG00000126254
7137	TNNI3	ENSG00000129991
6769	STAC	ENSG00000144681
8448	DOC2A	ENSG00000149927
6868	ADAM17	ENSG00000151694
869	CBLN1	ENSG00000102924
1543	CYP1A1	ENSG00000140465
670	BPHL	ENSG00000137274
6456	SH3GL2	ENSG00000107295
2949	GSTM5	ENSG00000134201
2147	F2	ENSG00000180210
3699	ITIH3	ENSG00000162267
2157	F8	ENSG00000185010
957	ENTPD5	ENSG00000187097
925	CD8A	ENSG00000153563
6820	SULT2B1	ENSG00000088002
4968	OGG1	ENSG00000114026
11062	DUS4L	ENSG00000105865
8557	TCAP	ENSG00000173991
2069	EREG	ENSG00000124882
11001	SLC27A2	ENSG00000140284
2936	GSR	ENSG00000104687
9465	AKAP7	ENSG00000118507
22849	CPEB3	ENSG00000107864
2161	F12	ENSG00000131187
26240	FAM50B	ENSG00000145945
2330	FMO5	ENSG00000131781
1852	DUSP9	ENSG00000130829
5650	KLK7	ENSG00000169035
10266	RAMP2	ENSG00000131477
638	BIK	ENSG00000100290
9605	VPS9D1	ENSG00000075399
2252	FGF7	ENSG00000140285
26085	KLK13	ENSG00000167759
421	ARVCF	ENSG00000099889
3684	ITGAM	ENSG00000169896
9877	ZC3H11A	ENSG00000058673
912	CD1D	ENSG00000158473
8631	SKAP1	ENSG00000141293
8839	WISP2	ENSG00000064205
4857	NOVA1	ENSG00000139910
9369	NRXN3	ENSG00000021645
55346	TCP11L1	ENSG00000176148
3575	IL7R	ENSG00000168685
6519	SLC3A1	ENSG00000138079
25780	RASGRP3	ENSG00000152689
7220	TRPC1	ENSG00000144935
4919	ROR1	ENSG00000185483
6094	ROM1	ENSG00000149489
7286	TUFT1	ENSG00000143367
8976	WASL	ENSG00000106299
11232	POLG2	ENSG00000256525
4143	MAT1A	ENSG00000151224
2913	GRM3	ENSG00000198822
5068	REG3A	ENSG00000172016
6495	SIX1	ENSG00000126778
1620	BRINP1	ENSG00000078725
8685	MARCO	ENSG00000019169
345	APOC3	ENSG00000110245
22914	KLRK1	ENSG00000213809
6002	RGS12	ENSG00000159788
5122	PCSK1	ENSG00000175426
9172	MYOM2	ENSG00000036448
885	CCK	ENSG00000187094
4314	MMP3	ENSG00000149968
3292	HSD17B1	ENSG00000108786
1047	CLGN	ENSG00000153132
914	CD2	ENSG00000116824
51200	CPA4	ENSG00000128510
25859	PART1	ENSG00000152931
2993	GYPA	ENSG00000170180
9256	BZRAP1	ENSG00000005379
2688	GH1	ENSG00000259384
3717	JAK2	ENSG00000096968
8876	VNN1	ENSG00000112299
8912	CACNA1H	ENSG00000196557
5787	PTPRB	ENSG00000127329
64063	PRSS22	ENSG00000005001
2620	GAS2	ENSG00000148935
7381	UQCRB	ENSG00000156467
2562	GABRB3	ENSG00000166206
10201	NME6	ENSG00000172113
8941	CDK5R2	ENSG00000171450
51043	ZBTB7B	ENSG00000160685
7289	TULP3	ENSG00000078246
10168	ZNF197	ENSG00000186448
6563	SLC14A1	ENSG00000141469
6571	SLC18A2	ENSG00000165646
4804	NGFR	ENSG00000064300
9450	LY86	ENSG00000112799
6689	SPIB	ENSG00000269404
9687	GREB1	ENSG00000196208
6283	S100A12	ENSG00000163221
6545	SLC7A4	ENSG00000099960
1820	ARID3A	ENSG00000116017
8547	FCN3	ENSG00000142748
5644	PRSS1	ENSG00000204983
9487	PIGL	ENSG00000108474
3706	ITPKA	ENSG00000137825
3977	LIFR	ENSG00000113594
5587	PRKD1	ENSG00000184304
7625	ZNF74	ENSG00000185252
7704	ZBTB16	ENSG00000109906
5968	REG1B	ENSG00000172023
9832	JAKMIP2	ENSG00000176049
136	ADORA2B	ENSG00000170425
2168	FABP1	ENSG00000163586
22871	NLGN1	ENSG00000169760
415	ARSE	ENSG00000157399
9221	NOLC1	ENSG00000166197
6583	SLC22A4	ENSG00000197208
4776	NFATC4	ENSG00000100968
1524	CX3CR1	ENSG00000168329
8900	CCNA1	ENSG00000133101
3848	KRT1	ENSG00000167768
5368	PNOC	ENSG00000168081
3782	KCNN3	ENSG00000143603
100507436	MICA	ENSG00000204520
2302	FOXJ1	ENSG00000129654
4958	OMD	ENSG00000127083
5427	POLE2	ENSG00000100479
5745	PTH1R	ENSG00000160801
5406	PNLIP	ENSG00000175535
5346	PLIN1	ENSG00000166819
6278	S100A7	ENSG00000143556
9422	ZNF264	ENSG00000083844
6508	SLC4A3	ENSG00000114923
6533	SLC6A6	ENSG00000131389
8875	VNN2	ENSG00000112303
5649	RELN	ENSG00000189056
5865	RAB3B	ENSG00000169213
1510	CTSE	ENSG00000196188
10224	ZNF443	ENSG00000180855
10223	GPA33	ENSG00000143167
2960	GTF2E1	ENSG00000153767
9586	CREB5	ENSG00000146592
4487	MSX1	ENSG00000163132
26040	SETBP1	ENSG00000152217
5334	PLCL1	ENSG00000115896
2294	FOXF1	ENSG00000103241
3101	HK3	ENSG00000160883
10669	CGREF1	ENSG00000138028
22843	PPM1E	ENSG00000175175
4621	MYH3	ENSG00000109063
6999	TDO2	ENSG00000151790
8218	CLTCL1	ENSG00000070371
3570	IL6R	ENSG00000160712
7434	VIPR2	ENSG00000106018
11122	PTPRT	ENSG00000196090
759	CA1	ENSG00000133742
4619	MYH1	ENSG00000109061
3777	KCNK3	ENSG00000171303
9860	LRIG2	ENSG00000198799
6258	RXRG	ENSG00000143171
5365	PLXNB3	ENSG00000198753
1444	CSHL1	ENSG00000204414
4322	MMP13	ENSG00000137745
5166	PDK4	ENSG00000004799
9093	DNAJA3	ENSG00000103423
79088	ZNF426	ENSG00000130818
10538	BATF	ENSG00000156127
6884	TAF13	ENSG00000197780
3790	KCNS3	ENSG00000170745
13	AADAC	ENSG00000114771
4504	MT3	ENSG00000087250
3231	HOXD1	ENSG00000128645
2041	EPHA1	ENSG00000146904
9365	KL	ENSG00000133116
4246	SCGB2A1	ENSG00000124939
3622	ING2	ENSG00000168556
1800	DPEP1	ENSG00000015413
1393	CRHBP	ENSG00000145708
1188	CLCNKB	ENSG00000184908
9625	AATK	ENSG00000181409
911	CD1C	ENSG00000158481
8832	CD84	ENSG00000066294
4340	MOG	ENSG00000204655
5396	PRRX1	ENSG00000116132
3600	IL15	ENSG00000164136
10863	ADAM28	ENSG00000042980
1576	CYP3A4	ENSG00000160868
4224	MEP1A	ENSG00000112818
4852	NPY	ENSG00000122585
10149	ADGRG2	ENSG00000173698
9662	CEP135	ENSG00000174799
7053	TGM3	ENSG00000125780
22832	CEP162	ENSG00000135315
10216	PRG4	ENSG00000116690
7051	TGM1	ENSG00000092295
3680	ITGA9	ENSG00000144668
3026	HABP2	ENSG00000148702
51412	ACTL6B	ENSG00000077080
22887	FOXJ3	ENSG00000198815
28952	CCDC22	ENSG00000101997
9856	KIAA0319	ENSG00000137261
2290	FOXG1	ENSG00000176165
9904	RBM19	ENSG00000122965
9306	SOCS6	ENSG00000170677
4693	NDP	ENSG00000124479
10874	NMU	ENSG00000109255
3242	HPD	ENSG00000158104
7130	TNFAIP6	ENSG00000123610
6274	S100A3	ENSG00000188015
10461	MERTK	ENSG00000153208
27063	ANKRD1	ENSG00000148677
443	ASPA	ENSG00000108381
8078	USP5	ENSG00000111667
1825	DSC3	ENSG00000134762
5271	SERPINB8	ENSG00000166401
5966	REL	ENSG00000162924
883	CCBL1	ENSG00000171097
7182	NR2C2	ENSG00000177463
9363	RAB33A	ENSG00000134594
9914	ATP2C2	ENSG00000064270
673	BRAF	ENSG00000157764
8715	NOL4	ENSG00000101746
2784	GNB3	ENSG00000111664
6403	SELP	ENSG00000174175
6050	RNH1	ENSG00000023191
1996	ELAVL4	ENSG00000162374
7884	SLBP	ENSG00000163950
22869	ZNF510	ENSG00000081386
6627	SNRPA1	ENSG00000131876
6693	SPN	ENSG00000197471
6539	SLC6A12	ENSG00000111181
7644	ZNF91	ENSG00000167232
26191	PTPN22	ENSG00000134242
1807	DPYS	ENSG00000147647
5889	RAD51C	ENSG00000108384
7490	WT1	ENSG00000184937
33	ACADL	ENSG00000115361
2042	EPHA3	ENSG00000044524
7349	UCN	ENSG00000163794
8292	COLQ	ENSG00000206561
3159	HMGA1	ENSG00000137309
10233	LRRC23	ENSG00000010626
3792	KEL	ENSG00000197993
8997	KALRN	ENSG00000160145
1122	CHML	ENSG00000203668
